Code,Location,District,Registered,Envelopes,Valid,Občanská demokratická strana,Řád národa - Vlastenecká unie,CESTA ODPOVĚDNÉ SPOLEČNOSTI,Česká str.sociálně demokrat.,Radostné Česko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická str.Čech a Moravy,Strana zelených,"ROZUMNÍ-stop migraci,diktát.EU",Strana svobodných občanů,Blok proti islam.-Obran.domova,Občanská demokratická aliance,Česká pirátská strana,Referendum o Evropské unii,TOP 09,ANO 2011,SPR-Republ.str.Čsl. M.Sládka,Křesť.demokr.unie-Čs.str.lid.,Česká strana národně sociální,REALISTÉ,SPORTOVCI,Dělnic.str.sociální spravedl.,Svob.a př.dem.-T.Okamura (SPD),Strana Práv Občanů
549231, Pelhřimov, Obec: Žirovnice,109,55,55,6,0,0,9,0,0,6,0,0,0,0,0,11,0,0,17,0,1,0,0,0,0,5,0
549231, Pelhřimov, Obec: Žirovnice,90,54,54,7,0,0,19,0,1,3,0,0,0,0,0,2,0,2,16,3,1,0,0,0,0,0,0
549231, Pelhřimov, Obec: Žirovnice,76,42,42,0,0,0,3,0,1,6,0,1,0,0,0,3,0,1,13,0,0,0,0,0,0,14,0
590274, Třebíč, Obec: Babice,126,"75,45",126,9,0,0,11,0,8,9,0,0,3,0,0,16,0,1,40,0,19,0,1,0,0,7,2
590282, Třebíč, Obec: Bačice,104,"63,03",104,1,1,0,5,0,6,23,0,1,0,0,0,5,1,2,33,1,7,0,0,0,0,14,4
544833, Třebíč, Obec: Bačkovice,53,"60,23",52,1,0,0,9,0,1,7,0,1,0,0,0,3,0,3,18,0,5,0,0,0,0,4,0
590304, Třebíč, Obec: Benetice,117,"78,00",117,3,0,0,15,0,4,6,0,1,0,0,0,11,0,2,41,0,23,0,0,0,0,10,1
590312, Třebíč, Obec: Biskupice-Pulkov,188,105,105,4,0,0,7,1,6,13,2,1,1,0,0,6,1,2,43,0,14,0,0,0,0,4,0
590312, Třebíč, Obec: Biskupice-Pulkov,34,13,13,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0
590321, Třebíč, Obec: Blatnice,177,"58,42",177,7,0,0,16,0,2,25,1,1,1,0,0,9,0,1,66,0,26,0,0,2,0,20,0
550400, Třebíč, Obec: Bohušice,76,"61,29",76,6,0,0,4,0,4,9,0,1,0,0,0,2,0,9,20,0,10,0,0,0,0,11,0
590347, Třebíč, Obec: Bochovice,104,"75,91",102,2,1,0,8,0,4,2,1,0,3,0,0,9,0,8,42,0,10,0,0,1,0,10,1
590363, Třebíč, Obec: Bransouze,149,"74,50",148,10,3,0,23,0,7,16,1,1,1,0,0,12,0,5,48,0,15,0,3,0,0,3,0
590380, Třebíč, Obec: Březník,407,"72,81",407,19,1,0,28,0,9,36,3,6,8,1,0,27,1,6,159,2,28,0,0,0,2,66,5
590401, Třebíč, Obec: Budišov,595,"60,71",591,47,0,0,82,2,18,71,7,5,6,1,0,51,0,7,151,3,70,1,3,1,2,59,4
590410, Třebíč, Obec: Budkov,183,"64,21",182,8,0,0,8,0,14,15,4,6,0,0,0,20,0,3,41,0,43,0,0,0,0,20,0
590428, Třebíč, Obec: Cidlina,59,"80,82",59,2,0,0,1,0,1,11,0,1,0,0,0,2,0,0,21,0,11,0,1,0,0,8,0
590436, Třebíč, Obec: Čáslavice,316,"71,33",313,17,0,0,23,2,12,59,0,4,5,0,2,31,1,10,84,0,20,0,2,0,2,39,0
553964, Třebíč, Obec: Častohostice,99,"62,26",99,4,0,0,4,0,8,24,0,0,1,0,0,16,0,1,27,0,3,0,0,1,0,9,1
590444, Třebíč, Obec: Čechočovice,157,"67,67",156,4,0,0,5,0,7,23,1,3,4,1,0,15,0,2,51,0,6,0,0,0,0,32,2
590452, Třebíč, Obec: Čechtín,204,"81,93",204,6,0,0,30,0,7,18,0,2,0,0,0,22,0,1,74,0,25,0,1,0,1,17,0
590461, Třebíč, Obec: Červená Lhota,111,"73,51",110,7,0,1,10,0,4,3,0,1,1,0,0,9,0,3,39,1,23,0,0,1,0,7,0
590479, Třebíč, Obec: Číhalín,129,"81,13",129,11,0,0,16,0,11,17,1,0,0,0,0,13,0,2,23,0,21,0,0,0,1,12,1
590487, Třebíč, Obec: Číchov,129,"64,18",129,9,0,0,19,0,1,14,0,4,1,1,0,11,0,1,45,0,10,0,1,1,0,11,0
590495, Třebíč, Obec: Čikov,120,"66,67",116,13,0,1,4,0,2,23,1,4,1,0,0,14,0,5,30,0,4,0,0,0,1,10,3
590509, Třebíč, Obec: Číměř,119,"73,01",119,1,0,0,8,0,9,13,1,0,0,0,0,4,0,7,52,0,14,0,1,0,1,8,0
590517, Třebíč, Obec: Dalešice,297,"59,88",294,17,0,0,14,0,7,56,3,0,4,1,0,17,0,5,59,0,62,0,1,0,0,48,0
590525, Třebíč, Obec: Dědice,76,"72,38",76,3,0,0,2,0,7,16,1,0,0,0,0,8,0,2,18,1,9,0,0,0,0,9,0
590533, Třebíč, Obec: Dešov,204,"56,98",204,7,0,0,14,1,25,13,2,0,2,0,1,15,0,13,58,0,29,1,2,1,1,19,0
587664, Třebíč, Obec: Dolní Lažany,92,"74,80",92,7,0,0,5,0,5,22,3,0,0,0,0,3,0,0,37,0,7,0,0,1,0,2,0
590550, Třebíč, Obec: Dolní Vilémovice,209,"64,71",209,10,0,0,20,0,4,37,1,0,2,0,0,23,0,2,58,0,28,0,3,1,0,19,1
590568, Třebíč, Obec: Domamil,161,"66,53",161,1,0,0,9,0,14,13,0,1,1,0,0,10,0,3,61,0,40,0,0,1,0,7,0
590576, Třebíč, Obec: Dukovany,466,"68,33",458,44,0,0,24,3,12,64,3,4,5,0,0,42,1,9,164,0,29,0,1,0,1,50,2
590584, Třebíč, Obec: Hartvíkovice,275,"60,84",270,16,0,0,19,0,5,38,1,2,3,0,0,22,0,9,95,0,29,0,0,1,0,29,1
590592, Třebíč, Obec: Heraltice,205,"66,34",205,11,0,0,30,0,7,18,1,1,4,0,2,16,0,9,58,2,14,1,5,0,0,26,0
590614, Třebíč, Obec: Hluboké,97,"55,75",93,8,0,0,4,0,4,9,0,0,0,0,1,14,0,1,29,1,14,0,1,0,0,6,1
590622, Třebíč, Obec: Hodov,180,"67,42",180,17,0,0,16,0,7,5,1,1,0,0,0,15,0,5,67,1,29,0,2,0,1,13,0
590631, Třebíč, Obec: Horní Heřmanice,77,"73,33",77,6,0,0,10,0,2,7,2,0,1,0,0,2,0,2,27,1,7,0,1,0,0,8,1
550612, Třebíč, Obec: Horní Smrčné,40,"86,96",40,5,0,0,4,0,1,2,0,2,1,0,0,4,0,3,4,0,9,0,0,0,0,5,0
590649, Třebíč, Obec: Horní Újezd,155,"70,45",154,14,0,0,25,1,9,15,0,2,2,0,0,21,0,8,26,0,17,0,1,1,0,11,1
590657, Třebíč, Obec: Horní Vilémovice,48,"72,73",47,2,0,0,7,0,1,4,1,0,0,0,0,7,0,0,15,1,4,0,0,0,0,5,0
590665, Třebíč, Obec: Hornice,47,"69,12",46,8,0,0,3,0,7,7,0,0,0,0,0,4,0,1,6,0,7,0,0,0,0,3,0
590673, Třebíč, Obec: Hrotovice,840,492,492,40,1,0,72,1,11,77,4,2,4,0,0,28,0,10,128,0,58,0,4,0,0,41,9
590673, Třebíč, Obec: Hrotovice,592,366,366,27,1,0,34,0,17,36,3,2,2,0,0,27,2,13,105,0,46,0,0,2,1,33,10
550639, Třebíč, Obec: Hroznatín,56,"65,12",56,5,0,0,3,0,2,3,0,0,0,0,0,8,0,1,21,1,5,0,0,0,0,7,0
590690, Třebíč, Obec: Hvězdoňovice,44,"58,67",44,0,0,0,4,0,6,7,0,0,0,0,0,6,0,0,16,0,1,0,0,0,0,4,0
590703, Třebíč, Obec: Chlístov,161,"70,00",160,11,0,0,11,1,5,13,0,3,4,0,0,19,1,2,59,0,13,0,3,0,0,13,2
590711, Třebíč, Obec: Chlum,90,"72,58",90,3,0,0,6,1,2,12,1,0,0,0,1,17,0,6,16,0,16,0,1,0,0,8,0
550477, Třebíč, Obec: Chotěbudice,49,"55,68",49,6,0,0,7,0,2,0,2,0,0,0,0,4,0,0,10,0,13,0,0,0,0,5,0
590746, Třebíč, Obec: Jakubov u Moravských Budějovic,318,"63,22",316,12,0,0,19,0,23,34,1,2,4,0,0,22,0,4,111,0,42,0,3,1,0,38,0
590754, Třebíč, Obec: Jaroměřice nad Rokytnou,740,401,401,15,0,0,41,0,7,61,1,4,3,0,0,34,0,3,124,0,36,0,3,0,0,65,1
590754, Třebíč, Obec: Jaroměřice nad Rokytnou,986,580,580,54,0,2,39,0,18,66,3,5,7,1,1,41,0,11,169,3,74,0,2,1,1,77,1
590754, Třebíč, Obec: Jaroměřice nad Rokytnou,980,620,620,33,1,0,69,0,13,79,3,6,5,0,1,49,2,19,189,0,78,0,6,0,0,62,1
590754, Třebíč, Obec: Jaroměřice nad Rokytnou,84,41,41,2,0,0,3,0,3,5,0,0,0,0,0,4,0,0,7,1,4,0,0,0,1,11,0
590754, Třebíč, Obec: Jaroměřice nad Rokytnou,156,102,102,4,0,0,7,1,6,7,0,0,0,0,1,5,0,2,60,0,4,0,0,0,0,4,0
590754, Třebíč, Obec: Jaroměřice nad Rokytnou,175,101,101,12,1,0,6,0,3,18,1,1,1,0,0,9,0,1,20,1,16,0,0,1,1,8,0
590754, Třebíč, Obec: Jaroměřice nad Rokytnou,178,130,130,8,0,0,12,0,1,14,0,1,1,1,2,2,0,5,46,1,12,0,0,1,2,20,0
590754, Třebíč, Obec: Jaroměřice nad Rokytnou,56,41,41,1,0,0,7,0,0,2,1,0,0,0,0,7,0,1,13,0,4,0,0,1,0,4,0
590762, Třebíč, Obec: Jasenice,116,"70,30",116,4,0,0,20,0,5,9,0,1,1,0,0,6,0,9,22,0,19,0,0,4,0,15,1
590789, Třebíč, Obec: Jemnice,944,496,496,62,0,0,41,1,31,43,6,6,0,0,0,55,0,26,130,0,46,0,2,0,1,42,2
590789, Třebíč, Obec: Jemnice,577,337,337,25,0,1,33,0,22,31,5,3,7,0,0,28,0,7,101,2,49,1,0,0,0,22,0
590789, Třebíč, Obec: Jemnice,888,594,594,67,0,0,54,0,22,79,2,3,4,0,0,53,0,17,170,2,51,0,0,1,1,62,2
590789, Třebíč, Obec: Jemnice,772,446,446,34,0,0,45,0,20,49,5,6,4,0,1,39,0,27,129,0,43,0,2,0,0,41,0
590789, Třebíč, Obec: Jemnice,72,50,50,5,0,0,3,0,5,2,0,0,2,0,1,0,0,1,15,0,14,0,1,0,0,1,0
590789, Třebíč, Obec: Jemnice,64,35,35,3,0,0,5,0,1,8,0,0,0,1,0,0,0,0,5,0,4,0,0,0,0,8,0
590797, Třebíč, Obec: Jinošov,123,"66,13",122,15,0,0,13,1,10,16,2,0,2,1,0,4,0,3,23,0,13,0,0,0,1,17,1
550591, Třebíč, Obec: Jiratice,47,"83,93",47,4,0,0,6,0,1,3,1,0,0,1,0,2,0,1,11,0,16,0,0,0,0,1,0
590801, Třebíč, Obec: Kamenná,131,"71,98",129,10,0,0,13,0,1,9,6,1,0,0,0,9,1,8,41,0,9,0,1,0,0,19,1
590819, Třebíč, Obec: Kdousov,62,"63,92",61,4,0,0,5,0,9,4,0,0,2,0,0,5,0,3,19,0,3,0,0,0,0,7,0
590827, Třebíč, Obec: Kladeruby nad Oslavou,107,"67,30",107,1,0,0,15,0,3,15,2,2,0,0,0,0,0,2,44,0,12,0,0,0,0,11,0
590835, Třebíč, Obec: Klučov,110,"76,92",109,9,0,0,11,0,3,15,0,2,0,0,0,9,0,4,23,1,10,0,0,0,1,20,1
590851, Třebíč, Obec: Kojatice,167,96,96,9,0,0,18,1,6,17,0,0,0,1,0,0,0,3,21,0,8,0,0,0,1,9,0
590851, Třebíč, Obec: Kojatice,58,37,37,3,0,0,8,0,1,3,0,0,0,0,0,1,0,0,1,0,18,0,0,0,0,2,0
510645, Třebíč, Obec: Kojatín,51,"71,83",51,5,0,0,6,1,0,3,0,0,0,0,0,4,0,3,23,0,4,0,0,0,0,2,0
590860, Třebíč, Obec: Kojetice,236,"66,86",236,32,0,0,19,1,13,23,1,2,0,0,0,25,0,4,79,0,13,0,1,0,1,21,1
590878, Třebíč, Obec: Komárovice,58,"57,43",58,1,0,0,5,0,2,10,0,0,0,0,0,10,0,0,19,0,1,0,0,1,0,9,0
590886, Třebíč, Obec: Koněšín,246,"60,74",244,20,0,0,13,0,14,23,1,2,7,0,0,15,1,2,98,0,25,1,1,0,0,20,1
590894, Třebíč, Obec: Kostníky,96,"60,76",96,4,0,0,8,0,7,9,2,3,1,0,0,10,0,3,29,0,14,0,1,0,0,5,0
590908, Třebíč, Obec: Kouty,215,"68,91",215,10,0,0,35,0,12,15,2,1,1,0,1,23,0,7,57,0,25,0,0,1,1,24,0
590916, Třebíč, Obec: Kozlany,60,"53,10",60,10,0,0,5,1,5,2,0,0,1,0,1,4,0,0,11,0,18,0,0,0,0,2,0
545309, Třebíč, Obec: Kožichovice,219,"68,87",217,11,0,0,14,0,13,28,0,0,2,0,0,15,0,4,78,0,18,1,0,1,0,32,0
550710, Třebíč, Obec: Krahulov,165,"71,43",164,15,1,0,19,1,5,24,0,0,0,1,0,14,0,4,50,0,12,0,1,0,0,17,0
590941, Třebíč, Obec: Kralice nad Oslavou,481,"61,27",478,52,0,0,28,0,20,50,3,2,5,0,0,52,0,13,140,0,36,0,5,1,0,51,20
590959, Třebíč, Obec: Kramolín,76,"68,47",75,7,0,0,6,0,3,3,0,1,4,0,0,4,0,4,29,0,6,0,0,1,0,7,0
590967, Třebíč, Obec: Krhov,97,"60,63",97,2,0,0,5,0,3,13,0,4,0,0,0,4,0,2,33,2,16,0,0,1,0,9,3
590975, Třebíč, Obec: Krokočín,104,"61,18",104,3,0,0,12,0,3,15,1,0,3,0,0,14,1,3,22,1,17,0,0,0,0,8,1
550302, Třebíč, Obec: Kuroslepy,93,"69,92",93,5,0,0,5,0,4,7,1,1,0,0,0,6,0,3,40,0,6,0,0,0,0,15,0
510556, Třebíč, Obec: Láz,161,"68,51",161,11,0,0,22,0,13,12,1,1,0,0,0,9,0,4,48,1,18,0,0,0,0,19,2
590983, Třebíč, Obec: Lesná,57,"74,03",57,0,0,0,7,0,4,9,0,2,0,0,0,8,0,0,17,0,4,1,0,0,0,5,0
590991, Třebíč, Obec: Lesní Jakubov,457,"95,61",453,61,0,1,15,0,5,42,4,20,2,3,2,63,2,10,103,14,23,0,2,6,19,55,1
591009, Třebíč, Obec: Lesonice,230,"58,23",230,11,0,0,14,0,14,29,1,2,1,0,0,17,0,7,79,0,24,0,0,4,0,27,0
573485, Třebíč, Obec: Lesůňky,60,"81,08",60,0,0,0,5,0,3,9,0,0,1,0,0,0,0,0,26,0,3,0,0,1,0,8,4
591025, Třebíč, Obec: Lhánice,95,"70,90",95,7,0,0,4,3,3,10,2,3,2,0,2,3,0,1,29,0,18,0,0,0,0,8,0
544876, Třebíč, Obec: Lhotice,81,"62,31",81,1,0,0,8,0,13,5,0,0,1,0,0,14,0,1,26,0,6,0,0,0,0,6,0
591041, Třebíč, Obec: Lipník,202,"67,79",199,18,0,0,12,0,5,39,0,1,3,0,0,17,0,0,59,1,23,0,0,0,0,21,0
550507, Třebíč, Obec: Litohoř,232,"55,11",231,18,2,0,10,0,10,28,2,3,2,0,0,23,0,4,85,0,21,0,4,0,1,18,0
591068, Třebíč, Obec: Litovany,83,"69,75",82,6,0,0,7,0,1,8,0,0,1,0,1,2,0,4,33,0,13,0,0,0,2,4,0
587605, Třebíč, Obec: Lomy,76,"71,70",76,9,0,0,7,0,6,10,0,0,0,0,0,1,0,1,14,0,16,0,0,0,0,12,0
591092, Třebíč, Obec: Loukovice,60,"64,52",60,3,0,0,5,0,2,11,0,0,0,0,0,5,0,2,17,0,7,0,0,0,0,7,1
544957, Třebíč, Obec: Lovčovice,48,"92,31",47,0,0,0,6,0,3,11,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,13,0
550566, Třebíč, Obec: Lukov,228,"72,84",228,11,0,0,20,0,7,39,1,1,6,0,0,21,0,4,57,0,39,0,1,0,1,19,1
591114, Třebíč, Obec: Markvartice,141,"68,78",140,21,0,0,10,0,7,14,1,1,1,1,0,11,0,5,38,0,11,0,5,0,0,14,0
550388, Třebíč, Obec: Martínkov,164,"80,00",161,2,0,0,13,0,5,24,4,1,2,0,0,11,0,3,46,0,39,0,0,0,2,9,0
591122, Třebíč, Obec: Mastník,130,"67,01",130,22,1,0,9,0,3,18,0,0,1,0,0,14,0,4,36,0,11,0,0,0,0,10,1
545031, Třebíč, Obec: Menhartice,74,"66,67",73,2,0,0,4,0,10,3,0,2,0,0,0,4,0,3,20,0,13,0,0,1,0,11,0
591149, Třebíč, Obec: Meziříčko,30,"40,00",30,3,0,0,4,0,0,9,1,0,0,1,0,2,0,0,6,0,3,0,0,0,0,1,0
591157, Třebíč, Obec: Mikulovice,131,"72,38",130,7,0,0,8,0,4,10,2,2,0,0,0,12,0,3,56,1,10,0,0,0,0,14,1
591165, Třebíč, Obec: Mladoňovice,185,"56,92",184,20,0,0,10,1,21,14,0,0,1,0,0,12,0,7,54,0,37,0,3,0,1,2,1
591173, Třebíč, Obec: Mohelno,681,"60,86",675,68,0,0,53,1,28,79,4,7,12,3,2,43,0,18,216,2,58,0,4,0,2,73,2
591181, Třebíč, Obec: Moravské Budějovice,691,469,469,77,1,0,22,0,29,46,1,3,8,0,0,44,0,10,149,0,28,0,4,0,0,44,0
591181, Třebíč, Obec: Moravské Budějovice,890,567,567,55,0,0,71,0,22,77,2,5,6,0,1,64,0,27,126,0,42,1,1,0,1,63,2
591181, Třebíč, Obec: Moravské Budějovice,868,423,423,45,0,0,50,1,28,31,5,4,5,0,0,47,1,28,82,0,31,0,2,2,4,56,0
591181, Třebíč, Obec: Moravské Budějovice,847,526,526,53,0,0,67,0,26,59,3,5,6,0,1,64,1,23,127,3,34,0,1,0,0,50,1
591181, Třebíč, Obec: Moravské Budějovice,470,341,341,39,1,0,31,1,16,33,2,2,2,0,2,34,0,14,83,0,40,1,1,2,0,35,0
591181, Třebíč, Obec: Moravské Budějovice,1 145,659,658,67,2,0,47,0,47,67,10,6,16,0,0,69,0,19,175,0,59,2,4,1,2,60,1
591181, Třebíč, Obec: Moravské Budějovice,727,448,448,57,0,1,35,2,14,38,2,4,7,0,0,45,0,18,139,1,40,0,1,0,0,42,1
591181, Třebíč, Obec: Moravské Budějovice,116,82,82,4,0,0,6,0,5,15,1,2,0,0,0,9,0,1,23,0,3,0,0,1,1,10,1
591181, Třebíč, Obec: Moravské Budějovice,141,80,80,11,0,0,6,0,8,6,0,0,0,0,0,7,0,0,29,0,7,0,0,1,0,5,0
591181, Třebíč, Obec: Moravské Budějovice,96,70,70,4,0,0,6,0,2,9,0,0,0,0,0,3,0,2,34,0,6,0,0,1,0,3,0
591181, Třebíč, Obec: Moravské Budějovice,115,81,81,14,0,0,8,0,3,7,0,1,0,0,0,9,0,3,17,0,10,0,0,0,0,9,0
591190, Třebíč, Obec: Myslibořice,477,277,277,23,1,0,15,1,13,24,3,2,0,0,0,23,2,6,105,0,18,0,5,0,0,34,1
591190, Třebíč, Obec: Myslibořice,93,33,33,2,0,0,2,1,0,7,0,1,0,0,0,0,0,1,7,0,8,0,0,0,0,4,0
550779, Třebíč, Obec: Naloučany,95,"71,97",95,3,1,0,12,0,6,8,1,3,2,1,0,3,0,4,30,0,7,0,3,1,1,9,0
591211, Třebíč, Obec: Náměšť nad Oslavou,979,638,638,40,1,0,75,1,25,87,13,2,4,0,2,53,0,14,186,1,29,0,2,2,1,96,1
591211, Třebíč, Obec: Náměšť nad Oslavou,837,544,542,43,0,0,43,0,23,64,6,6,8,0,0,39,3,14,175,2,33,0,2,1,0,77,2
591211, Třebíč, Obec: Náměšť nad Oslavou,1 086,577,577,59,1,0,45,1,23,76,4,3,6,0,0,41,0,18,179,1,38,0,4,0,0,69,3
591211, Třebíč, Obec: Náměšť nad Oslavou,973,690,690,48,0,0,45,5,19,74,10,3,10,1,0,55,0,21,248,4,53,0,1,2,1,82,3
591211, Třebíč, Obec: Náměšť nad Oslavou,95,72,72,5,0,0,4,0,0,8,0,1,1,0,1,12,0,1,15,0,16,0,0,0,0,6,2
591211, Třebíč, Obec: Náměšť nad Oslavou,56,37,37,8,0,0,0,0,3,3,0,0,0,0,0,6,0,0,8,0,7,0,0,0,0,1,0
591220, Třebíč, Obec: Nárameč,171,"61,07",169,21,0,0,19,0,5,17,3,3,0,0,0,8,1,4,52,1,19,0,0,1,0,15,0
591238, Třebíč, Obec: Nimpšov,39,"66,10",39,0,0,0,2,0,1,16,0,0,3,0,0,0,0,0,9,0,4,0,0,2,0,2,0
591246, Třebíč, Obec: Nová Ves,139,"75,96",139,5,0,0,9,0,9,12,1,1,0,0,4,10,0,5,42,0,18,0,1,1,0,20,1
591254, Třebíč, Obec: Nové Syrovice,657,329,329,17,0,0,29,1,12,48,4,2,4,1,0,23,1,6,112,4,27,0,0,1,2,32,2
591254, Třebíč, Obec: Nové Syrovice,109,74,74,4,1,0,4,0,8,6,2,1,1,0,0,4,0,2,24,0,7,0,0,1,0,9,0
591262, Třebíč, Obec: Nový Telečkov,65,"70,65",65,4,0,0,3,0,4,11,0,1,0,1,0,7,0,0,14,0,10,0,0,0,1,9,0
510980, Třebíč, Obec: Ocmanice,170,"64,64",169,15,0,0,13,0,7,18,2,1,0,1,0,12,0,0,69,0,12,0,0,0,0,19,0
591289, Třebíč, Obec: Odunec,56,"75,68",56,7,0,0,5,0,1,7,0,0,1,0,0,6,0,1,11,0,10,1,0,0,0,5,1
591297, Třebíč, Obec: Okarec,70,"71,43",70,7,0,0,5,0,3,14,0,0,1,0,0,5,0,2,17,0,0,0,0,0,0,16,0
546933, Třebíč, Obec: Okřešice,102,"72,86",101,7,0,0,3,0,7,7,0,0,2,0,0,3,3,1,36,0,20,0,4,0,0,8,0
591301, Třebíč, Obec: Okříšky,613,400,397,48,0,0,63,1,14,47,2,5,1,0,0,23,1,9,105,1,31,0,5,3,0,35,1
591301, Třebíč, Obec: Okříšky,562,373,373,56,0,0,47,1,12,41,1,3,10,1,0,20,0,12,92,3,29,0,3,0,0,37,0
591301, Třebíč, Obec: Okříšky,526,343,343,39,0,0,32,2,8,34,6,4,7,0,0,32,0,5,113,2,25,0,5,0,1,25,0
591319, Třebíč, Obec: Opatov,395,"62,40",393,24,0,0,26,0,25,59,2,7,12,1,0,35,2,2,120,1,26,0,0,2,1,47,1
591327, Třebíč, Obec: Oponešice,89,"61,38",89,6,0,0,11,1,10,6,0,1,1,0,0,1,0,2,20,0,19,0,0,0,0,11,0
591335, Třebíč, Obec: Ostašov,82,"70,69",82,7,0,0,11,0,1,11,1,0,0,0,0,10,1,4,19,0,5,0,0,3,0,9,0
550469, Třebíč, Obec: Pálovice,84,"62,69",83,8,0,0,8,0,5,10,0,0,0,0,0,6,0,0,8,0,11,0,2,0,0,25,0
591360, Třebíč, Obec: Petrovice,228,"65,71",227,13,0,0,22,1,12,24,5,2,6,0,0,13,0,12,75,0,12,0,0,1,0,26,3
591378, Třebíč, Obec: Petrůvky,80,"85,11",80,8,0,0,1,0,3,14,0,0,8,0,0,6,0,2,21,1,10,0,0,0,0,6,0
550370, Třebíč, Obec: Pokojovice,69,"83,13",69,2,0,0,8,0,3,9,0,1,3,0,1,3,0,3,18,0,11,0,0,0,0,7,0
591394, Třebíč, Obec: Police,205,"71,93",205,16,0,0,13,0,61,24,1,1,1,0,0,16,0,5,45,0,8,0,0,1,1,12,0
591408, Třebíč, Obec: Popůvky,52,"73,24",52,3,0,0,2,0,1,15,0,1,1,0,0,6,0,0,12,0,7,0,0,0,0,4,0
591416, Třebíč, Obec: Pozďatín,87,"66,92",87,3,0,0,6,0,4,16,0,5,1,0,0,6,0,5,22,1,11,0,1,0,2,3,1
591424, Třebíč, Obec: Přeckov,47,"83,93",47,2,0,0,5,0,2,1,0,0,1,0,0,3,0,4,5,0,22,0,0,0,0,2,0
591432, Třebíč, Obec: Předín,350,"60,87",348,18,1,0,24,0,19,45,4,0,7,0,1,40,0,9,107,1,32,0,0,1,0,38,1
591441, Třebíč, Obec: Přešovice,77,"63,64",77,1,0,0,7,0,0,11,1,4,0,0,0,8,0,0,33,0,4,0,0,1,0,7,0
591459, Třebíč, Obec: Přibyslavice,429,"67,14",428,19,0,0,32,0,20,62,3,4,4,0,0,31,0,10,105,3,71,0,1,0,2,57,4
544752, Třebíč, Obec: Příštpo,135,"58,95",134,8,0,0,9,0,4,20,0,2,0,0,0,7,0,2,44,1,13,0,0,0,1,23,0
591491, Třebíč, Obec: Pucov,72,"54,14",72,2,1,0,6,0,1,6,0,0,3,0,0,3,0,0,31,0,5,0,0,0,0,14,0
591505, Třebíč, Obec: Pyšel,326,225,225,5,0,0,21,0,2,28,3,4,3,1,0,13,0,6,64,1,46,0,2,0,0,18,8
591505, Třebíč, Obec: Pyšel,55,35,35,2,0,0,2,0,4,2,0,1,0,0,0,1,0,4,6,0,6,0,0,0,0,5,2
511307, Třebíč, Obec: Rácovice,72,"79,12",72,8,0,0,4,0,2,5,0,1,1,0,0,9,0,0,13,1,19,0,0,0,0,7,2
591521, Třebíč, Obec: Račice,50,"79,37",50,1,0,0,5,0,6,6,0,0,0,0,0,2,0,3,19,0,2,0,0,0,0,6,0
550493, Třebíč, Obec: Radkovice u Budče,66,"55,46",63,0,0,0,5,0,1,7,0,0,1,0,0,6,0,0,14,1,13,0,0,1,1,13,0
591548, Třebíč, Obec: Radkovice u Hrotovic,185,"71,71",185,11,0,0,14,0,10,22,1,5,3,1,0,6,0,2,63,1,38,0,0,1,0,7,0
591556, Třebíč, Obec: Radonín,37,"59,68",37,0,0,0,6,1,3,6,0,0,1,0,0,2,0,0,6,0,7,0,0,1,0,4,0
591564, Třebíč, Obec: Radošov,112,"78,87",112,3,0,0,12,0,7,9,5,1,1,0,0,10,0,5,34,0,16,0,0,0,0,9,0
545040, Třebíč, Obec: Radotice,74,"62,18",73,2,0,0,6,1,9,2,2,0,1,0,0,1,0,2,28,0,12,0,0,0,0,7,0
591581, Třebíč, Obec: Rapotice,305,"70,77",303,28,0,0,33,0,16,36,4,2,5,2,0,16,0,11,74,0,38,0,0,1,0,33,4
591602, Třebíč, Obec: Rohy,65,"63,73",65,3,0,0,9,0,5,7,3,0,1,0,0,6,0,2,22,0,3,0,1,0,0,2,1
591611, Třebíč, Obec: Rokytnice nad Rokytnou,490,"70,50",489,32,0,0,35,0,14,57,4,2,4,0,0,52,0,11,134,3,104,1,1,0,1,32,2
591629, Třebíč, Obec: Rouchovany,883,593,593,42,1,1,137,0,11,40,6,3,7,1,2,49,1,9,150,1,47,1,0,1,0,79,3
591629, Třebíč, Obec: Rouchovany,75,60,60,2,0,0,18,0,0,5,1,2,2,0,0,1,0,1,19,0,4,0,0,0,0,4,0
591637, Třebíč, Obec: Rudíkov,382,"67,85",381,32,2,2,27,0,12,39,7,5,8,0,0,43,0,12,132,0,37,0,1,0,0,20,2
591645, Třebíč, Obec: Římov,234,"68,02",233,13,0,0,17,0,3,23,0,2,9,0,0,25,0,5,68,0,22,0,0,0,0,45,1
511081, Třebíč, Obec: Sedlec,129,"62,62",129,9,0,0,11,0,1,20,1,1,4,0,0,4,1,0,30,4,17,0,0,0,0,24,2
591688, Třebíč, Obec: Slavětice,133,"67,17",133,8,0,0,6,0,2,26,0,0,0,0,0,4,0,3,29,1,26,0,1,2,0,25,0
591700, Třebíč, Obec: Slavičky,144,"68,90",143,4,0,0,8,0,9,14,0,2,1,0,0,15,0,1,52,1,20,0,1,1,2,12,0
